id,subject,chapter,source,answer,analysis_state,answerStatus,analysisSource,analysisImagesCount,missingImage,officialAnswerMismatch,stem
COMP-CH3-137,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,B,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,137. Python是一种面向对象的（ ）。
COMP-CH3-138,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,① 程序,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,138. 计算机的工作过程就是执行 ① 的过程。 第一台计算机 ② 的诞生仅仅表明人类发明了计算机，从而进入了“计算”时 代。对后来的计算机在体系结构和工作原理上具有重大影响的是在同一时期 由美籍匈牙利数学家 ③ 和他的同事们研制的 ④ 计
COMP-CH3-140,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,① D，② B，③ D，④ C，⑤ C,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,140. 小伟同学即将毕业，应聘到一家创意设计公司做视频处理工作。为了在家里 就能工作，需配置一台高性能电脑，教计算机课程的张老师给出了如下建议： 所购电脑的内核最好是 ① 的，内存为 ② ，操作系统和应用程序最好安装 在 ③ 里，视频处理
COMP-CH3-142,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,① 如果CPU 不带核显，那么还需要采购并安装独立显卡,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,142. 小李自己采购主板、CPU、内存条、硬盘、机箱和电源组装了一台计算机， 要使该计算机能办公、上网，简述接下来还应该完成的工作。
COMP-CH3-143,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,① 完整的计算机系统由硬件系统和软件系统组成，硬件是基础，软件是灵魂,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,143. 某公司购买了一批电脑，配置是4核CPU、2GB内存、1TB的机械硬盘。为 优化系统： ① 计算机系统由哪两部分组成？并描述两者之间的关系。 ② 不更换硬件的情况下，为提高计算机性能，请增加两个硬件。 ③ 请列举一款国产办公软件。
COMP-CH3-144,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,机器语言：计算机唯一能识别和直接执行的语言；低级语言，面向机器,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,144. 简述机器语言、汇编语言、高级语言的特点。
COMP-CH3-146,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,---（必答）---,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,146. 简述解释和编译两种模式的区别。
ENG-TEXT-001,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"1. In many countries around the world, shooting fireworks into the sky is a traditional way to celebrate special ____."
ENG-TEXT-002,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,2. The museum has a modern alarm system to prevent anyone from stealing the ____.
ENG-TEXT-003,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,3. Online games are an important ____ if we can design games that help people find response in the real world.
ENG-TEXT-004,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,4. He will have to watch his ____ because of his serious stomach problem.
ENG-TEXT-005,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"5. Some netizens use ""beat a call"" as an ____ to ""cheering for"" to show their approval or support for others."
ENG-TEXT-006,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,6. The professor gave his audience a vivid ____ of what he had experienced abroad.
ENG-TEXT-007,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,1. Would you like some ____?
ENG-TEXT-008,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,2. -Are you thirsty? -Yes. Please give me ____.
ENG-TEXT-009,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,3. We tried to explore different ____ to gathering information.
ENG-TEXT-010,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,4. The ____ always makes her scared.
ENG-TEXT-011,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,5. Lily has made an ____ to meet her teacher next Monday.
ENG-TEXT-012,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,6. I'd like to use this opportunity to thank you for your ____.
ENG-TEXT-013,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,7. It's only ____ from my school to the bookstore.
ENG-TEXT-014,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,8. Jack is trying to give up the ____ of smoking.
ENG-TEXT-015,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"9. She made a big mistake, and as a ____, lost her job."
ENG-TEXT-016,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,10. Does any of you have a(n) ____?
ENG-TEXT-017,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"11. Pass me a ____ of paper, please."
ENG-TEXT-018,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,12. Jimmy couldn't keep his ____ on the shaky bridge.
ENG-TEXT-019,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,13. This is ____. She wrote her name on the first page.
ENG-TEXT-020,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,14. The Internet affects every ____ of our lives.
ENG-TEXT-021,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,15. Her strong local ____ makes herself not easily understood.
ENG-TEXT-022,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,16. The ____ of this experiment really upsets me.
ENG-TEXT-023,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,17. Here are some ____ to help you learn to drive.
ENG-TEXT-024,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,18. I have seen this famous movie twice in the ____.
ENG-TEXT-025,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,19. Students have free ____ to the school gym.
ENG-TEXT-026,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"20. Many foreigners came to our school last week, including three ____ and four ____."
ENG-TEXT-027,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,21. I've been under ____ recently because of the coming exam.
ENG-TEXT-028,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,22. The economy is showing signs of ____ after a series of policies.
ENG-TEXT-029,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,23. His ____ to the job brings him the chance of promotion.
ENG-TEXT-030,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,24. They came to no ____.
ENG-TEXT-031,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,25. The leader tells me that my ____ is to serve the people.
ENG-TEXT-032,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,26. She made no ____ to the inquiry.
ENG-TEXT-033,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,27. You will succeed if you do not lose ____.
ENG-TEXT-034,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"28. This style of T-shirt used to be very popular, but now it is out of ____."
ENG-TEXT-035,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,29. This lesson will be of great ____ to your growth in future.
ENG-TEXT-036,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,30. Mary saw a car ____ in the street yesterday.
ENG-TEXT-037,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,31. Howard likes finding ____ with his employees from time to time.
ENG-TEXT-038,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,32. Tom has left a(n) ____ saying that he has something important to do.
ENG-TEXT-039,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,33. The movie starts with a ____ in a beautiful garden.
ENG-TEXT-040,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,34. I hope there is ____ in your car.
ENG-TEXT-041,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,35. There is no ____ in applying for that job as you are not qualified.
ENG-TEXT-042,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,36. Plastic is a kind of ____ which is widely used in industry.
ENG-TEXT-043,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,37. The ____ of a passport is essential for foreign travel.
ENG-TEXT-044,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,38. Summer is my favorite ____.
ENG-TEXT-045,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"39. Each of us has a life ____, which will guide us to a bright future."
ENG-TEXT-046,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,1. Listening to music and watching films are both relaxing forms of ____.
ENG-TEXT-047,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"2. Despite a knee ____, he still persists in going to work."
ENG-TEXT-048,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,3. The police can't offer a ____ that they will catch the murderer within three days.
ENG-TEXT-049,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,4. There are many sports ____ in the playground of this university.
ENG-TEXT-050,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,5. Almost everyone could see her anxiety from the ____ on her face.
ENG-TEXT-051,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"6. Although the village is very poor, it will change a lot in ____ time."
ENG-TEXT-052,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"7. Although I have read the book several times, I still can't make ____ of its main idea."
ENG-TEXT-053,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,8. He made a lot of efforts so as to win the election ____.
ENG-TEXT-054,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,9. We sat at either end of a long ____ in the park.
ENG-TEXT-055,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"10. Success requires effort and time, and there are no short ____."
ENG-TEXT-056,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"11. To my ____, the petrol left in the tank is enough for me to drive home."
ENG-TEXT-057,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,12. The Eiffel Tower is a great tourist ____ drawing countless visitors every year.
ENG-TEXT-058,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,13. The issue of reform will be the ____ of attention at this meeting.
ENG-TEXT-059,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,14. Charles found that today's ____ news happened in his hometown.
ENG-TEXT-060,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,15. There will be three ____ coming to our school to visit and study for a week.
ENG-TEXT-061,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"16. After some interviews, I received several job ____."
ENG-TEXT-062,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,17. The debt should be repaid with 2 percent ____.
ENG-TEXT-063,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,18. Black coal shows a sharp ____ with white snow.
ENG-TEXT-064,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,19. Wind energy is a new kind of energy ____.
ENG-TEXT-065,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,20. ____ new apartment has two big windows. They like it very much.
ENG-TEXT-066,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,21. Looking at your works from a different ____ will help improve your level.
ENG-TEXT-067,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,22. One effective ____ of learning a foreign language is to study it in its cultural context.
ENG-TEXT-068,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"23. Whoever helps to catch the robber will be offered a(n) ____ of $1,000."
ENG-TEXT-069,英语,名词与代词,英语图片转文字-2026-06-21,C,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"24. If you have too much ____, you might as well talk to someone you trust."
ENG-TEXT-070,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,25. David is seriously ill because of overwork for a whole week. He must go to ____.
ENG-TEXT-071,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,26. The government wants to learn what people think about a few social ____.
ENG-TEXT-072,英语,名词与代词,英语图片转文字-2026-06-21,B,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,27. People had better make ____ for medical care by putting aside enough money.
ENG-TEXT-073,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,"28. You need a wide ____ of skills, like leadership and creativity."
ENG-TEXT-074,英语,名词与代词,英语图片转文字-2026-06-21,A,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,29. Stop making ____ for her! She must be punished for such a big mistake.
ENG-TEXT-075,英语,名词与代词,英语图片转文字-2026-06-21,D,仅答案,answer_only_unverified_analysis,未绑定官方逐题解析（v23已复查，避免错挂）,0,,,30. Quite a few adults tend to be at a loss about their future at this ____ of life.
ENG-TEXT-076,英语,名词与代词,英语图片转文字-2026-06-21,D,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,1. The climate of my hometown is much milder than ____ of the northern cities.
ENG-TEXT-077,英语,名词与代词,英语图片转文字-2026-06-21,B,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,"2. Of all the suggestions we have collected, only ____ put forward by the manager is practical."
ENG-TEXT-078,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,3. I have read ____ novels. Their writing styles are totally different.
ENG-TEXT-079,英语,名词与代词,英语图片转文字-2026-06-21,C,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,4. Many ____ will take part in the school art festival next week.
ENG-TEXT-080,英语,名词与代词,英语图片转文字-2026-06-21,B,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,5. There is ____ interesting in today's newspaper; you can read it later.
ENG-TEXT-081,英语,名词与代词,英语图片转文字-2026-06-21,C,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,"6. -I can't find the magazine I bought this morning. -Well, Jack is reading ____ over there. Why not go and see if it is"
ENG-TEXT-082,英语,名词与代词,英语图片转文字-2026-06-21,D,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,7. ____ work has been done to improve the people's living standard.
ENG-TEXT-083,英语,名词与代词,英语图片转文字-2026-06-21,C,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,"8. I tried two bookstores for the book I wanted, but ____ of them had it."
ENG-TEXT-084,英语,名词与代词,英语图片转文字-2026-06-21,B,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,9. Don't worry. There is ____ wrong with the TV set. It's only because of power cut.
ENG-TEXT-085,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,10. She taught ____ English in her free time and made great progress.
ENG-TEXT-086,英语,名词与代词,英语图片转文字-2026-06-21,C,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,11. There is ____ juice in the fridge. Let's go and buy some.
ENG-TEXT-087,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,12. The factory bought a piece of new ____ to improve production.
ENG-TEXT-088,英语,名词与代词,英语图片转文字-2026-06-21,B,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,13. The cost of living in a metropolitan city like Shanghai is far beyond ____ in a small town.
ENG-TEXT-089,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,14. It is impossible for so ____ workers to do so ____ work in a single day.
ENG-TEXT-090,英语,名词与代词,英语图片转文字-2026-06-21,B,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,"15. The friends tried to settle the quarrel between Mr. and Mrs. Smith without hurting the feelings of ____, but failed."
ENG-TEXT-091,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,"16. The company is facing a severe shortage of raw ____, which has affected production."
ENG-TEXT-092,英语,名词与代词,英语图片转文字-2026-06-21,D,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,"17. The government has introduced new policies, but ____ of them seem to solve the housing problem effectively."
ENG-TEXT-093,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,18. The doctor advised him to cut down on sugar and fat for the sake of his ____.
ENG-TEXT-094,英语,名词与代词,英语图片转文字-2026-06-21,C,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,"19. In modern society, mental health is no longer a taboo subject, but a vital part of overall human ____."
ENG-TEXT-095,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,"20. In some cultures, it is considered impolite to ask personal questions about someone's income or ____ life."
ENG-TEXT-096,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,21. 他的家人都支持这个决定。
ENG-TEXT-097,英语,名词与代词,英语图片转文字-2026-06-21,C,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,22. 许多学生喜欢读这类故事。
ENG-TEXT-098,英语,名词与代词,英语图片转文字-2026-06-21,B,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,23. 所有女孩都整理好了自己的行李。
ENG-TEXT-099,英语,名词与代词,英语图片转文字-2026-06-21,C,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,24. 我没有收到他的任何消息。
ENG-TEXT-100,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,25. 大量细节决定一份方案的成败。
ENG-TEXT-101,英语,名词与代词,英语图片转文字-2026-06-21,D,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,26. 亲友的支持是前行最大的底气。
ENG-TEXT-102,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,27. 每条规则都维护集体的利益。
ENG-TEXT-103,英语,名词与代词,英语图片转文字-2026-06-21,A,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,28. 教师的耐心关乎学生的成长与进步。
ENG-TEXT-104,英语,名词与代词,英语图片转文字-2026-06-21,C,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,29. 这片区域的资源归全体居民共有。
ENG-TEXT-105,英语,名词与代词,英语图片转文字-2026-06-21,B,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,30. 彼此的包容拉近所有人的距离。
ENG-TEXT-106,英语,名词与代词,英语图片转文字-2026-06-21,社会进步极大地改善了普通民众的生活条件。,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,31. Social progress greatly improves the living conditions of ordinary citizens.
ENG-TEXT-107,英语,名词与代词,英语图片转文字-2026-06-21,教育在现代社会年轻人的健康成长中发挥着重要作用。,有官方/原图解析,official_verified_v22_full_np_text_source,第1章第2节 名词与代词-答案解析.pdf（v22按ENG-TEXT原题号1-35逐题绑定）,1,,,32. Education plays an important role in the healthy growth of young people in modern society.
